komentar;cleaning;tokenize;normalize;stopword
pemandangan lautnya jg bagus;pemandangan lautnya jg bagus;['pemandangan', 'lautnya', 'jg', 'bagus'];['pemandangan', 'lautnya', 'juga', 'bagus'];['pemandangan', 'lautnya', 'bagus']
Objek wisata yg sangat keren;Objek wisata yg sangat keren;['objek', 'wisata', 'yg', 'sangat', 'keren'];['objek', 'wisata', 'yang', 'sangat', 'keren'];['objek', 'wisata', 'keren']
Pemandangannya indah sekali?? …;Pemandangannya indah sekali;['pemandangannya', 'indah', 'sekali'];['pemandangannya', 'indah', 'sekali'];['pemandangannya', 'indah']
Bagus pemandangan nya;Bagus pemandangan nya;['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan', 'nya'];['bagus', 'pemandangan']
Indah;Indah;['indah'];['indah'];['indah']
"Murah meriah
Malah kadang gratis";Murah meriah Malah kadang gratis;['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'malah', 'kadang', 'gratis'];['murah', 'meriah', 'kadang', 'gratis']
Bagus pemandangannya;Bagus pemandangannya;['bagus', 'pemandangannya'];['bagus', 'pemandangannya'];['bagus', 'pemandangannya']
Bagus sayang jauh;Bagus sayang jauh;['bagus', 'sayang', 'jauh'];['bagus', 'sayang', 'jauh'];['bagus', 'sayang']
Keren Pokoknya... ?? …;Keren Pokoknya;['keren', 'pokoknya'];['keren', 'pokoknya'];['keren', 'pokoknya']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Keren;Keren;['keren'];['keren'];['keren']
Indah banget;Indah banget;['indah', 'banget'];['indah', 'banget'];['indah', 'banget']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Indah;Indah;['indah'];['indah'];['indah']
Pemandangan yang indah;Pemandangan yang indah;['pemandangan', 'yang', 'indah'];['pemandangan', 'yang', 'indah'];['pemandangan', 'indah']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Bagus;Bagus;['bagus'];['bagus'];['bagus']
Tempat yang indah;Tempat yang indah;['tempat', 'yang', 'indah'];['tempat', 'yang', 'indah'];['indah']
Strategis dan cantik;Strategis dan cantik;['strategis', 'dan', 'cantik'];['strategis', 'dan', 'cantik'];['strategis', 'cantik']
Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik;Pemandangan bagus masih alami Perlu lebih banyak mengelola untuk membuat yang terbaik;['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'masih', 'alami', 'perlu', 'lebih', 'banyak', 'mengelola', 'untuk', 'membuat', 'yang', 'terbaik'];['pemandangan', 'bagus', 'alami', 'mengelola', 'terbaik']
Pemandangan bagus saat Matahari berada di Utara;Pemandangan bagus saat Matahari berada di Utara;['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'saat', 'matahari', 'berada', 'di', 'utara'];['pemandangan', 'bagus', 'matahari', 'utara']
"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. …";Dulu lumayan sering ke sini Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura;['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura'];['dulu', 'lumayan', 'sering', 'ke', 'sini', 'salah', 'satu', 'destinasi', 'paling', 'favorit', 'kalau', 'hendak', 'hunting', 'foto', 'landscape', 'di', 'pulau', 'madura'];['lumayan', 'salah', 'destinasi', 'favorit', 'hunting', 'foto', 'landscape', 'pulau', 'madura']
"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …";Tiket masuk rborang anak free Batu karang nya sampai hampir ke tengah air sekitar air terjun agak keruh tp;['tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tp'];['tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'nya', 'sampai', 'hampir', 'ke', 'tengah', 'air', 'sekitar', 'air', 'terjun', 'agak', 'keruh', 'tapi'];['tiket', 'masuk', 'rborang', 'anak', 'free', 'batu', 'karang', 'air', 'air', 'terjun', 'keruh']
"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …";Sengkok oreng ketapang cong dus nodusih Sangat TIDAK rekomendasi;['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'sangat', 'tidak', 'rekomendasi'];['sengkok', 'oreng', 'ketapang', 'cong', 'dus', 'nodusih', 'rekomendasi']
"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. …";Secara pemandangan air terjun ini biasa saja sebenarnya aku bahkan meragukan kata air terjun karena tingginya yang cuma beberapa meter saja Jalan sebentar dari parkiran dan air terjun langsung terlihat gak butuh treking panjang;['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'gak', 'butuh', 'treking', 'panjang'];['secara', 'pemandangan', 'air', 'terjun', 'ini', 'biasa', 'saja', 'sebenarnya', 'aku', 'bahkan', 'meragukan', 'kata', 'air', 'terjun', 'karena', 'tingginya', 'yang', 'cuma', 'beberapa', 'meter', 'saja', 'jalan', 'sebentar', 'dari', 'parkiran', 'dan', 'air', 'terjun', 'langsung', 'terlihat', 'enggak', 'butuh', 'treking', 'panjang'];['pemandangan', 'air', 'terjun', 'meragukan', 'air', 'terjun', 'tingginya', 'meter', 'jalan', 'sebentar', 'parkiran', 'air', 'terjun', 'langsung', 'butuh', 'treking']
Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa ???? …;Tempatnya nyaman banyak spot foto nya juga ada tempat parkir buat mobil juga dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa;['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kaya', 'destinasi', 'wisata', 'biasanya', 'yaaa'];['tempatnya', 'nyaman', 'banyak', 'spot', 'foto', 'nya', 'juga', 'ada', 'tempat', 'parkir', 'buat', 'mobil', 'juga', 'dan', 'ketika', 'masuk', 'harus', 'turun', 'tangga', 'dulu', 'kayak', 'destinasi', 'wisata', 'biasanya', 'ya'];['tempatnya', 'nyaman', 'spot', 'foto', 'parkir', 'mobil', 'masuk', 'turun', 'tangga', 'kayak', 'destinasi', 'wisata']
Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;Sudah di kelola dg baik dan bisa jd rujuan wisata anda Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini;['sudah', 'di', 'kelola', 'dg', 'baik', 'dan', 'bisa', 'jd', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yg', 'sy', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['sudah', 'di', 'kelola', 'dengan', 'baik', 'dan', 'bisa', 'jadi', 'rujuan', 'wisata', 'anda', 'ini', 'adalah', 'hasil', 'gambar', 'yang', 'saya', 'ambil', 'secara', 'pribadi', 'saat', 'bwrkunjung', 'kesini'];['kelola', 'rujuan', 'wisata', 'hasil', 'gambar', 'ambil', 'pribadi', 'bwrkunjung', 'kesini']
View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..;View air terjun oke Akses dekat dengan jalan utama fasilitas cukup oke;['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'dekat', 'dengan', 'jalan', 'utama', 'fasilitas', 'cukup', 'oke'];['view', 'air', 'terjun', 'oke', 'akses', 'jalan', 'utama', 'fasilitas', 'oke']
Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.;Cocok sebagai tempat refreshing piknik atau tour bersama keluarga;['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'sebagai', 'tempat', 'refreshing', 'piknik', 'atau', 'tour', 'bersama', 'keluarga'];['cocok', 'refreshing', 'piknik', 'tour', 'keluarga']
Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan ?? …;Pas kesini aliran air terjunnya deres banget mungkin karena lagi musim hujan;['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan'];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'mungkin', 'karena', 'lagi', 'musim', 'hujan'];['pas', 'kesini', 'aliran', 'air', 'terjunnya', 'deres', 'banget', 'musim', 'hujan']
Tempat parkir luas. Air terjun alami;Tempat parkir luas Air terjun alami;['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['tempat', 'parkir', 'luas', 'air', 'terjun', 'alami'];['parkir', 'luas', 'air', 'terjun', 'alami']
"Pengambilan Foto
Dari Wisata Air Terjun Toroan???? …";Pengambilan Foto Dari Wisata Air Terjun Toroan;['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan'];['pengambilan', 'foto', 'dari', 'wisata', 'air', 'terjun', 'toroan'];['pengambilan', 'foto', 'wisata', 'air', 'terjun', 'toroan']
Tukang parkirnya malak dengan dalih penitipan helm, helm hilang memang resiko sendiri. Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan. Jadi bayar 2500. Pemalakan dengan modus penitipan paksa. KECEWA;Tukang parkirnya malak dengan dalih penitipan helm helm hilang memang resiko sendiri Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan Jadi bayar Pemalakan dengan modus penitipan paksa KECEWA;['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa'];['tukang', 'parkirnya', 'malak', 'dengan', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'memang', 'resiko', 'sendiri', 'tapi', 'malah', 'diringkes', 'sama', 'tukang', 'parkirnya', 'dan', 'ditaruh', 'pos', 'penitipan', 'jadi', 'bayar', 'pemalakan', 'dengan', 'modus', 'penitipan', 'paksa', 'kecewa'];['tukang', 'parkirnya', 'malak', 'dalih', 'penitipan', 'helm', 'helm', 'hilang', 'resiko', 'diringkes', 'tukang', 'parkirnya', 'ditaruh', 'pos', 'penitipan', 'bayar', 'pemalakan', 'modus', 'penitipan', 'paksa', 'kecewa']
Ngopi,nyantai cocok kl kesini;Ngopinyantai cocok kl kesini;['ngopinyantai', 'cocok', 'kl', 'kesini'];['ngopinyantai', 'cocok', 'kalo', 'kesini'];['ngopinyantai', 'cocok', 'kesini']
Sdh beberapa kali kesini.. Ndak pernah  bosan... Must visit place... Beautiful viewing;Sdh beberapa kali kesini Ndak pernah bosan Must visit place Beautiful viewing;['sdh', 'beberapa', 'kali', 'kesini', 'ndak', 'pernah', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing'];['sudah', 'beberapa', 'kali', 'kesini', 'indak', 'pernah', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing'];['kali', 'kesini', 'indak', 'bosan', 'must', 'visit', 'place', 'beautiful', 'viewing']
Air terjun yang langsung jatuh ke laut, tidak boleh berenang disekelilingnya;Air terjun yang langsung jatuh ke laut tidak boleh berenang disekelilingnya;['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'laut', 'tidak', 'boleh', 'berenang', 'disekelilingnya'];['air', 'terjun', 'yang', 'langsung', 'jatuh', 'ke', 'laut', 'tidak', 'boleh', 'berenang', 'disekelilingnya'];['air', 'terjun', 'langsung', 'jatuh', 'laut', 'berenang', 'disekelilingnya']
"tambah baguus...
sudah dikelola masyarakat sekitar.
semoga makin ramai";tambah baguus sudah dikelola masyarakat sekitar semoga makin ramai;['tambah', 'baguus', 'sudah', 'dikelola', 'masyarakat', 'sekitar', 'semoga', 'makin', 'ramai'];['tambah', 'baguus', 'sudah', 'dikelola', 'masyarakat', 'sekitar', 'semoga', 'makin', 'ramai'];['baguus', 'dikelola', 'masyarakat', 'semoga', 'ramai']
Wisata air terjun tepi pantai yang sejuk, mau siangpun suasana tetap sejuk..;Wisata air terjun tepi pantai yang sejuk mau siangpun suasana tetap sejuk;['wisata', 'air', 'terjun', 'tepi', 'pantai', 'yang', 'sejuk', 'mau', 'siangpun', 'suasana', 'tetap', 'sejuk'];['wisata', 'air', 'terjun', 'tepi', 'pantai', 'yang', 'sejuk', 'mau', 'siangpun', 'suasana', 'tetap', 'sejuk'];['wisata', 'air', 'terjun', 'tepi', 'pantai', 'sejuk', 'siangpun', 'suasana', 'sejuk']
Cukup satu kata,.Mantapp...?????? …;Cukup satu kataMantapp;['cukup', 'satu', 'katamantapp'];['cukup', 'satu', 'katamantapp'];['katamantapp']
lumayan lah;lumayan lah;['lumayan', 'lah'];['lumayan', 'lah'];['lumayan']
Tempat yang cocok untuk ngadem.;Tempat yang cocok untuk ngadem;['tempat', 'yang', 'cocok', 'untuk', 'ngadem'];['tempat', 'yang', 'cocok', 'untuk', 'ngadem'];['cocok', 'ngadem']
Suasana air terjun di pulau garam Madura kecamatan Ketapang kabupaten Sampang Jawa timur;Suasana air terjun di pulau garam Madura kecamatan Ketapang kabupaten Sampang Jawa timur;['suasana', 'air', 'terjun', 'di', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur'];['suasana', 'air', 'terjun', 'di', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur'];['suasana', 'air', 'terjun', 'pulau', 'garam', 'madura', 'kecamatan', 'ketapang', 'kabupaten', 'sampang', 'jawa', 'timur']
Spot fotonya diperbanyak biar ga bosen;Spot fotonya diperbanyak biar ga bosen;['spot', 'fotonya', 'diperbanyak', 'biar', 'ga', 'bosen'];['spot', 'fotonya', 'diperbanyak', 'biar', 'enggak', 'bosan'];['spot', 'fotonya', 'diperbanyak', 'bosan']
Perlu di upgrade lagi biar lebih waw;Perlu di upgrade lagi biar lebih waw;['perlu', 'di', 'upgrade', 'lagi', 'biar', 'lebih', 'waw'];['perlu', 'di', 'upgrade', 'lagi', 'biar', 'lebih', 'wow'];['upgrade', 'wow']
Perlu penataan ulang,hingga menambah keajaiban;Perlu penataan ulanghingga menambah keajaiban;['perlu', 'penataan', 'ulanghingga', 'menambah', 'keajaiban'];['perlu', 'penataan', 'ulanghingga', 'menambah', 'keajaiban'];['penataan', 'ulanghingga', 'menambah', 'keajaiban']
Mamtaap jooss g rugi trip ke sini;Mamtaap jooss g rugi trip ke sini;['mamtaap', 'jooss', 'g', 'rugi', 'trip', 'ke', 'sini'];['mamtaap', 'jooss', 'enggak', 'rugi', 'trip', 'ke', 'sini'];['mamtaap', 'jooss', 'rugi', 'trip']
Dua bintang dulu,lihat my cennel youtube;Dua bintang dululihat my cennel youtube;['dua', 'bintang', 'dululihat', 'my', 'cennel', 'youtube'];['dua', 'bintang', 'dululihat', 'my', 'cennel', 'youtube'];['bintang', 'dululihat', 'my', 'cennel', 'youtube']
Lokasi Aman dan bersahabat;Lokasi Aman dan bersahabat;['lokasi', 'aman', 'dan', 'bersahabat'];['lokasi', 'aman', 'dan', 'bersahabat'];['lokasi', 'aman', 'bersahabat']
Kurang terawat;Kurang terawat;['kurang', 'terawat'];['kurang', 'terawat'];['terawat']
Semoga terus berkembang;Semoga terus berkembang;['semoga', 'terus', 'berkembang'];['semoga', 'terus', 'berkembang'];['semoga', 'berkembang']
Wisata ini tetangga saya;Wisata ini tetangga saya;['wisata', 'ini', 'tetangga', 'saya'];['wisata', 'ini', 'tetangga', 'saya'];['wisata', 'tetangga']
Akses yang sangat mudah;Akses yang sangat mudah;['akses', 'yang', 'sangat', 'mudah'];['akses', 'yang', 'sangat', 'mudah'];['akses', 'mudah']
Tempat yg kumuh;Tempat yg kumuh;['tempat', 'yg', 'kumuh'];['tempat', 'yang', 'kumuh'];['kumuh']
Menyenangkan;Menyenangkan;['menyenangkan'];['menyenangkan'];['menyenangkan']
Lumayan lah;Lumayan lah;['lumayan', 'lah'];['lumayan', 'lah'];['lumayan']
Pemandangan yang ciamik;Pemandangan yang ciamik;['pemandangan', 'yang', 'ciamik'];['pemandangan', 'yang', 'ciamik'];['pemandangan', 'ciamik']
Lumayan oke;Lumayan oke;['lumayan', 'oke'];['lumayan', 'oke'];['lumayan', 'oke']
Saya kos disini;Saya kos disini;['saya', 'kos', 'disini'];['saya', 'kos', 'disini'];['kos']
Terbayar;Terbayar;['terbayar'];['terbayar'];['terbayar']
Bgs;Bgs;['bgs'];['bagus'];['bagus']
Segar;Segar;['segar'];['segar'];['segar']
Butek;Butek;['butek'];['butek'];['butek']
Sip;Sip;['sip'];['sip'];['sip']
Sering berkunjung;Sering berkunjung;['sering', 'berkunjung'];['sering', 'berkunjung'];['berkunjung']
Air terjun di pinggir pantai....luar biasa bukan ?? …;Air terjun di pinggir pantailuar biasa bukan;['air', 'terjun', 'di', 'pinggir', 'pantailuar', 'biasa', 'bukan'];['air', 'terjun', 'di', 'pinggir', 'pantailuar', 'biasa', 'bukan'];['air', 'terjun', 'pinggir', 'pantailuar']
Sungai jatuh ke laut;Sungai jatuh ke laut;['sungai', 'jatuh', 'ke', 'laut'];['sungai', 'jatuh', 'ke', 'laut'];['sungai', 'jatuh', 'laut']
Kor periksa settong dereh;Kor periksa settong dereh;['kor', 'periksa', 'settong', 'dereh'];['kor', 'periksa', 'settong', 'dereh'];['kor', 'periksa', 'settong', 'dereh']
Perlu ditingkatkan lagi;Perlu ditingkatkan lagi;['perlu', 'ditingkatkan', 'lagi'];['perlu', 'ditingkatkan', 'lagi'];['ditingkatkan']
Alhamdulillah,Segala puji bagi Allah,tuhan tunggal,Esa....cuma dipingir banyak sampah...kalau bisa pengurus mungut biaya masuk, tiap hari bersihkan sampahnya?;AlhamdulillahSegala puji bagi Allahtuhan tunggalEsacuma dipingir banyak sampahkalau bisa pengurus mungut biaya masuk tiap hari bersihkan sampahnya;['alhamdulillahsegala', 'puji', 'bagi', 'allahtuhan', 'tunggalesacuma', 'dipingir', 'banyak', 'sampahkalau', 'bisa', 'pengurus', 'mungut', 'biaya', 'masuk', 'tiap', 'hari', 'bersihkan', 'sampahnya'];['alhamdulillahsegala', 'puji', 'bagi', 'allahtuhan', 'tunggalesacuma', 'dipingir', 'banyak', 'sampahkalau', 'bisa', 'pengurus', 'mungut', 'biaya', 'masuk', 'tiap', 'hari', 'bersihkan', 'sampahnya'];['alhamdulillahsegala', 'puji', 'allahtuhan', 'tunggalesacuma', 'dipingir', 'sampahkalau', 'pengurus', 'mungut', 'biaya', 'masuk', 'bersihkan', 'sampahnya']
Kurang memuaskan, pelayanan kurang , parkir masih kena mahal.;Kurang memuaskan pelayanan kurang parkir masih kena mahal;['kurang', 'memuaskan', 'pelayanan', 'kurang', 'parkir', 'masih', 'kena', 'mahal'];['kurang', 'memuaskan', 'pelayanan', 'kurang', 'parkir', 'masih', 'kena', 'mahal'];['memuaskan', 'pelayanan', 'parkir', 'kena', 'mahal']
"Tidak seperti awal opening...
Dan sampah berserakan";Tidak seperti awal opening Dan sampah berserakan;['tidak', 'seperti', 'awal', 'opening', 'dan', 'sampah', 'berserakan'];['tidak', 'seperti', 'awal', 'opening', 'dan', 'sampah', 'berserakan'];['opening', 'sampah', 'berserakan']
Tempat nya kotor, dan sempit;Tempat nya kotor dan sempit;['tempat', 'nya', 'kotor', 'dan', 'sempit'];['tempat', 'nya', 'kotor', 'dan', 'sempit'];['kotor', 'sempit']
Tempatnya bagus bgt, senang kalau liburan ketempat4 kaya gini. Bikin happy, dan air terjun nya bagus bgt;Tempatnya bagus bgt senang kalau liburan ketempat kaya gini Bikin happy dan air terjun nya bagus bgt;['tempatnya', 'bagus', 'bgt', 'senang', 'kalau', 'liburan', 'ketempat', 'kaya', 'gini', 'bikin', 'happy', 'dan', 'air', 'terjun', 'nya', 'bagus', 'bgt'];['tempatnya', 'bagus', 'banget', 'senang', 'kalau', 'liburan', 'ketempat', 'kayak', 'begini', 'bikin', 'happy', 'dan', 'air', 'terjun', 'nya', 'bagus', 'banget'];['tempatnya', 'bagus', 'banget', 'senang', 'liburan', 'ketempat', 'kayak', 'happy', 'air', 'terjun', 'bagus', 'banget']
Bagus namun belum bersih pantainya, kalau saja dirawat dan dibersihkan akan sangat amat indah;Bagus namun belum bersih pantainya kalau saja dirawat dan dibersihkan akan sangat amat indah;['bagus', 'namun', 'belum', 'bersih', 'pantainya', 'kalau', 'saja', 'dirawat', 'dan', 'dibersihkan', 'akan', 'sangat', 'amat', 'indah'];['bagus', 'namun', 'belum', 'bersih', 'pantainya', 'kalau', 'saja', 'dirawat', 'dan', 'dibersihkan', 'akan', 'sangat', 'amat', 'indah'];['bagus', 'bersih', 'pantainya', 'dirawat', 'dibersihkan', 'indah']
Tempatnya bagus bnget.... alternatif liburan sekolah, bersama keluarga;Tempatnya bagus bnget alternatif liburan sekolah bersama keluarga;['tempatnya', 'bagus', 'bnget', 'alternatif', 'liburan', 'sekolah', 'bersama', 'keluarga'];['tempatnya', 'bagus', 'banget', 'alternatif', 'liburan', 'sekolah', 'bersama', 'keluarga'];['tempatnya', 'bagus', 'banget', 'alternatif', 'liburan', 'sekolah', 'keluarga']
